date,number of rooms,security level of the community,residence space,building space,noise level,waterfront,view,air quality level,aboveground space ,basement space,building year,decoration year,district,city,zip code,region,exchange rate,total cost
2014/5/5 0:00,2,1.0,840,5510,1.0,0,0,3,840,0,1955,2005,4515 SW Trenton St,Seattle,WA 98136,USA,7.900756381,400000.0
2014/5/5 0:00,2,3.0,1410,1240,2.0,0,0,3,1140,270,2006,0,9126 45th Ave SW,Seattle,WA 98136,USA,6.625341022,405000.0
2014/5/5 0:00,3,2.25,1410,1332,3.0,0,0,3,1410,0,2005,0,8536 Interlake Ave N,Seattle,WA 98103,USA,6.908543321,406100.0
2014/5/5 0:00,3,2.25,1800,36704,1.0,0,0,4,1360,440,1978,2000,24502 SE Mirrormont Dr,Issaquah,WA 98027,USA,7.950086786,409999.9999
2014/5/5 0:00,3,2.25,1620,998,2.5,0,0,3,1540,80,2010,0,935 4th Ave NE,Issaquah,WA 98029,USA,7.327000148,414999.9999
2014/5/5 0:00,3,2.5,1408,989,3.0,0,0,3,1408,0,2005,0,7809 12th Ave NE,Seattle,WA 98115,USA,6.118290625,416286.0
2014/5/5 0:00,3,2.0,1410,6030,1.5,0,0,4,1410,0,1930,0,901 N 97th St,Seattle,WA 98103,USA,6.595839667,418000.0
2014/5/5 0:00,2,2.5,1590,1426,2.0,0,0,3,1590,0,2014,0,1273 NE Hickory Ln,Issaquah,WA 98029,USA,7.330179162,419190.0
2014/5/5 0:00,5,2.0,1840,9240,1.0,0,0,4,1540,300,1942,1958,14013 Ashworth Ave N,Seattle,WA 98133,USA,6.53865355,435000.0
2014/5/5 0:00,4,2.0,1480,3844,1.5,0,0,5,1480,0,1928,1970,519 N 104th St,Seattle,WA 98133,USA,7.602079056,449250.0
2014/5/5 0:00,3,2.5,3040,4535,2.0,0,0,3,3040,0,2007,0,2027 Ferndale Ave NE,Renton,WA 98056,USA,7.516168047,478000.0
2014/5/5 0:00,4,3.0,2340,7048,1.0,0,0,4,1340,1000,1979,0,14319 85th Pl NE,Kirkland,WA 98034,USA,6.458344621,484999.9999
2014/5/5 0:00,4,1.75,2010,9211,1.0,0,0,3,1470,540,1977,2004,13313 127th Pl NE,Kirkland,WA 98034,USA,7.811246113,487585.0
2014/5/5 0:00,4,2.5,2910,6479,2.0,0,0,3,2910,0,2006,0,34010 SE Sorenson St,Snoqualmie,WA 98065,USA,7.7491122,499000.0
2014/5/5 0:00,4,1.0,2070,7519,1.0,0,0,3,1160,910,1963,2008,2506 166th Ave NE,Bellevue,WA 98008,USA,7.055712921,501000.0
2014/5/5 0:00,3,2.5,1790,2700,2.0,0,0,3,1790,0,2010,0,4532 185th Ave SE,Issaquah,WA 98027,USA,6.034671033,509900.0
2014/5/5 0:00,3,1.75,1560,5520,1.0,0,0,4,780,780,1944,0,3434 33rd Ave W,Seattle,WA 98199,USA,7.113558836,524000.0
2014/5/5 0:00,5,2.75,2740,8426,1.0,0,0,4,1370,1370,1960,2001,5211 116th Pl SE,Bellevue,WA 98006,USA,6.09387286,541125.0
2014/5/5 0:00,4,2.5,2910,6338,2.0,0,0,3,2910,0,2008,0,16026 SE 137th Terrace,Renton,WA 98059,USA,6.341038861,549000.0001
2014/5/5 0:00,3,2.5,1940,3211,2.0,0,0,3,1940,0,2009,0,4509 185th Ave SE,Issaquah,WA 98027,USA,6.071957364,554999.9999
2014/5/5 0:00,3,2.5,1900,8744,2.0,0,0,3,1900,0,1987,2000,22314 NE 11th Pl,Sammamish,WA 98074,USA,7.310999816,559999.9999
2014/5/5 0:00,3,2.25,2010,6000,1.0,0,0,3,1330,680,1975,0,10204 168th Pl NE,Redmond,WA 98052,USA,6.278156551,569999.9999
2014/5/5 0:00,2,1.0,2540,7000,1.0,0,0,5,1320,1220,1942,0,8624 Island Dr S,Seattle,WA 98118,USA,6.116115297,580000.0
2014/5/5 0:00,2,1.0,1770,8640,1.5,0,0,3,1520,250,1949,1998,353 NW 88th St,Seattle,WA 98117,USA,7.038668541,584999.9999
2014/5/5 0:00,3,1.75,1670,39639,1.0,0,0,4,1670,0,1976,1992,1804 E Beaver Lake Dr SE,Sammamish,WA 98075,USA,7.064966637,600000.0001
2014/5/5 0:00,3,1.75,1880,6360,1.0,0,0,4,1040,840,1945,0,8040 39th Ave NE,Seattle,WA 98115,USA,7.43392241,600000.0
2014/5/5 0:00,4,1.75,2300,11700,1.0,0,0,4,1960,340,1977,0,18427 NE 26th Way,Redmond,WA 98052,USA,6.416538914,615000.0
2014/5/5 0:00,3,2.0,1800,5000,1.0,0,0,4,1080,720,1942,1982,2803 NE 62nd St,Seattle,WA 98115,USA,7.315469218,618499.9999
2014/5/5 0:00,4,2.25,1990,7712,1.0,0,0,3,1210,780,1973,2013,18915 SE 42nd Pl,Issaquah,WA 98027,USA,7.249852838,626999.9999
2014/5/5 0:00,4,2.5,2440,6651,2.0,0,0,3,2440,0,2014,0,9288-9358 Holman Rd NW,Seattle,WA 98117,USA,7.57440661,631625.0001
2014/5/5 0:00,3,1.5,2160,9000,1.0,0,2,4,1400,760,1949,1985,13026 10th Ave NW,Seattle,WA 98177,USA,6.67339354,650000.0
2014/5/5 0:00,3,2.5,1680,2000,3.0,0,0,3,1680,0,1909,1998,3503 NE 44th St,Seattle,WA 98105,USA,7.704273264,669999.9999
2014/5/5 0:00,3,2.5,2490,4343,2.0,0,0,3,2490,0,2003,0,3187 NE Larkspur Ln,Issaquah,WA 98029,USA,6.6463109,705380.0
2014/5/5 0:00,4,2.5,2450,4247,2.0,0,0,3,2450,0,2013,1923,17122 NE 117th St,Redmond,WA 98052,USA,7.618508304,712198.0
2014/5/5 0:00,4,2.5,3180,21904,2.0,0,3,3,3180,0,2000,0,17132 SE 100th St,Renton,WA 98059,USA,6.736605589,736500.0
2014/5/5 0:00,4,2.5,2800,5900,1.0,0,0,3,1660,1140,1963,2008,7052 39th Ave NE,Seattle,WA 98115,USA,7.553723257,744312.4999
2014/5/5 0:00,4,2.5,2120,10202,1.0,0,0,4,1620,500,1960,2001,12645 SE 27th St,Bellevue,WA 98005,USA,7.402041283,754999.9999
2014/5/5 0:00,3,2.0,2350,5700,1.5,0,0,4,1810,540,1939,1989,2171 Boyer Ave E,Seattle,WA 98112,USA,7.767724558,770000.0
2014/5/5 0:00,4,2.5,2730,10281,2.0,0,2,3,2730,0,1996,0,23140 NE 14th Ct,Sammamish,WA 98074,USA,6.387260194,780000.0
2014/5/5 0:00,3,2.5,3240,7857,2.0,0,0,3,3240,0,1994,0,22721-22727 SE 27th St,Sammamish,WA 98075,USA,6.909407491,800000.0001
2014/5/5 0:00,5,2.5,3180,13806,2.0,0,0,4,3180,0,1990,0,11821 NE 48th Pl,Kirkland,WA 98033,USA,6.663166777,800865.9999
2014/5/5 0:00,6,1.75,2920,5000,2.5,0,0,4,2780,140,1908,0,125 29th Ave,Seattle,WA 98122,USA,7.871275749,822999.9999
2014/5/5 0:00,4,2.5,3400,9692,2.0,0,0,3,3400,0,2007,0,12001 173rd Pl NE,Redmond,WA 98052,USA,7.792567538,829999.9999
2014/5/5 0:00,4,3.0,2170,4000,2.0,0,0,4,1610,560,1982,2011,120 31st Ave E,Seattle,WA 98112,USA,7.088075843,831000.0
2014/5/5 0:00,4,3.0,3690,9892,2.0,0,0,3,3690,0,1998,2006,1765 267th Ct SE,Sammamish,WA 98075,USA,6.062798931,865000.0001
2014/5/5 0:00,4,4.25,4420,5750,2.0,0,0,3,3410,1010,2006,0,842 Summerhill Ridge Dr NW,Issaquah,WA 98027,USA,7.821919405,890000.0001
2014/5/5 0:00,5,3.5,4490,6000,2.0,0,0,3,3200,1290,2006,0,792 Summerhill Ridge Dr NW,Issaquah,WA 98027,USA,6.28604995,890000.0
2014/5/5 0:00,5,2.75,3190,16920,1.0,0,3,3,1690,1500,1976,0,4529 135th Ave SE,Bellevue,WA 98006,USA,7.330325503,1030000.0
2014/5/5 0:00,5,3.5,4010,8510,2.0,0,1,5,2850,1160,1971,0,3930 NE Belvoir Pl,Seattle,WA 98105,USA,6.285942376,1395000.0
2014/5/5 0:00,7,8.0,13540,307752,3.0,0,4,3,9410,4130,1999,0,26408 NE 70th St,Redmond,WA 98053,USA,7.442177152,2279999.999
2014/5/6 0:00,3,1.5,1420,8580,1.0,0,0,3,1420,0,1962,2003,32827 22nd Ave SW,Federal Way,WA 98023,USA,7.274198783,136500.0001
2014/5/6 0:00,3,1.0,1010,7034,1.0,0,0,3,1010,0,1954,2005,207 NW 5th St,Renton,WA 98057,USA,6.203209507,175000.0
2014/5/6 0:00,3,1.5,800,8850,1.0,0,0,4,800,0,1959,0,1003 SW 307th St,Federal Way,WA 98023,USA,7.99793349,191000.0
2014/5/6 0:00,3,1.75,1690,7735,1.0,0,0,4,1060,630,1976,1992,30020 43rd Pl S,Auburn,WA 98001,USA,6.403011363,197000.0
2014/5/6 0:00,3,1.75,1850,7684,1.0,0,0,3,1320,530,1979,2014,33945 28th Pl SW,Federal Way,WA 98023,USA,7.304641389,218000.0
2014/5/6 0:00,2,1.0,900,5160,1.0,0,0,3,900,0,1952,2008,8652 17th Ave SW,Seattle,WA 98106,USA,6.026750745,219000.0
2014/5/6 0:00,3,1.75,1490,8366,1.0,0,0,4,1010,480,1975,0,25305 151st Pl SE,Covington,WA 98042,USA,6.912240622,234000.0
2014/5/6 0:00,3,1.0,1050,6874,1.0,0,0,3,1050,0,1954,2005,18305 Dayton Ave N,Shoreline,WA 98133,USA,6.709705365,250000.0
2014/5/6 0:00,3,2.5,1650,13816,2.0,0,0,3,1650,0,1998,2006,32000-32072 NE 55th St,Carnation,WA 98014,USA,6.377775256,272000.0001
2014/5/6 0:00,3,1.75,1580,8151,1.0,0,1,4,1100,480,1962,0,1629 S 261st Pl,Des Moines,WA 98198,USA,7.545590932,279900.0
2014/5/6 0:00,3,2.25,1970,11088,1.0,0,0,4,1180,790,1967,0,18738-18798 49th Pl NE,Lake Forest Park,WA 98155,USA,7.447117983,280000.0
2014/5/6 0:00,3,1.75,1630,11800,1.0,0,0,4,1630,0,1971,0,12525 458th Ave SE,North Bend,WA 98045,USA,6.37180511,280000.0
2014/5/6 0:00,4,2.5,2000,5390,2.0,0,0,3,2000,0,2003,0,25434 160th Ave SE,Kent,WA 98042,USA,7.262736465,284000.0
2014/5/6 0:00,3,2.25,1980,8000,1.0,0,0,4,1560,420,1974,0,31966 36th Ave SW,Federal Way,WA 98023,USA,6.033263716,295000.0
2014/5/6 0:00,4,2.0,1300,7054,1.0,0,0,3,1300,0,1950,2013,2815 SW 107th St,Seattle,WA 98146,USA,6.741871239,312000.0
2014/5/6 0:00,3,1.0,1510,6083,1.0,0,0,4,860,650,1940,2001,415 NE 94th St,Seattle,WA 98115,USA,7.857909498,313950.0
2014/5/6 0:00,4,2.5,1890,6156,1.0,0,0,3,980,910,1980,0,5631 17th Ave SW,Seattle,WA 98106,USA,7.039593149,324999.9999
2014/5/6 0:00,2,1.0,720,6687,1.0,0,0,3,720,0,1942,1999,9712 4th Ave NW,Seattle,WA 98117,USA,7.767954241,329350.0
2014/5/6 0:00,4,2.5,2331,3826,2.0,0,0,3,2331,0,2007,0,11853 SE 176th Ct,Renton,WA 98058,USA,7.315431444,345000.0
2014/5/6 0:00,3,1.0,1110,6250,1.0,0,0,3,1110,0,1956,2001,3230 NE 95th St,Seattle,WA 98115,USA,6.941293279,345000.0
2014/5/6 0:00,3,1.0,1350,7740,1.0,0,0,4,860,490,1947,1988,11051 35th Ave NE,Seattle,WA 98125,USA,7.80106809,353000.0
2014/5/6 0:00,4,2.0,2680,18768,1.0,0,0,5,2680,0,1965,0,31607-31633 44th Ave S,Auburn,WA 98001,USA,7.685638568,360000.0
2014/5/6 0:00,3,2.25,1640,14374,1.0,0,0,4,1140,500,1963,0,17253 Ambaum Blvd S,Burien,WA 98148,USA,7.347036227,362000.0
2014/5/6 0:00,3,1.5,1310,8160,1.0,0,0,3,1310,0,1950,2005,13714 Ashworth Ave N,Seattle,WA 98133,USA,6.786610867,365000.0
2014/5/6 0:00,3,1.5,1410,9647,1.0,0,0,3,1410,0,1961,2004,18048 3rd Ave NW,Shoreline,WA 98177,USA,7.126380899,367500.0001
2014/5/6 0:00,3,2.0,1270,1320,3.0,0,0,3,1270,0,2006,0,8846 Midvale Ave N,Seattle,WA 98103,USA,6.195681903,369950.0
2014/5/6 0:00,4,1.75,1500,11600,1.0,0,0,4,1000,500,1955,2009,15007 75th Ave NE,Kenmore,WA 98028,USA,6.335647357,379900.0
2014/5/6 0:00,3,1.75,1900,5520,1.0,0,0,3,1280,620,1982,0,5215 32nd Ave S,Seattle,WA 98118,USA,6.259495209,385000.0
2014/5/6 0:00,3,1.0,1230,9568,1.0,0,0,5,1230,0,1962,0,12116 SE 71st Pl,Newcastle,WA 98056,USA,6.732067622,386999.9999
2014/5/6 0:00,5,3.75,2890,5000,1.0,0,0,3,1310,1580,2006,0,3665 Renton Ave S,Seattle,WA 98144,USA,6.815399691,389999.9999
2014/5/6 0:00,3,1.75,1260,6500,1.0,0,0,4,1260,0,1966,0,1415 168th Ave NE,Bellevue,WA 98008,USA,7.718289819,390000.0001
2014/5/6 0:00,4,2.0,1440,7680,1.0,0,0,3,1200,240,1971,0,10601 NE 138th Pl,Kirkland,WA 98034,USA,7.342406238,397000.0
2014/5/6 0:00,4,1.75,1840,10720,1.0,0,0,3,960,880,1958,2004,16020 SE 2nd St,Bellevue,WA 98008,USA,7.567465929,404000.0
2014/5/6 0:00,4,2.0,1520,7983,1.0,0,0,5,1520,0,1967,0,14876 Juanita Woodinville Way NE,Inglewood-Finn Hill,WA 98034,USA,7.179957532,425000.0
2014/5/6 0:00,3,3.5,3020,4082,2.0,0,0,3,2080,940,1954,2004,3401-3599 Arapahoe Pl W,Seattle,WA 98199,USA,7.035427296,439333.3333
2014/5/6 0:00,5,2.5,2240,7770,1.0,0,0,3,1340,900,1978,0,12633 NE 133rd Pl,Kirkland,WA 98034,USA,6.407137289,455000.0
